,conc,lat,lon
0,12114,53.807128,-1.556467
1,12352,53.80712,-1.556398
2,12541,53.807138,-1.55634
3,12345,53.80715,-1.556288
4,12364,53.807123,-1.55625
5,12494,53.8071,-1.556198
6,12606,53.807087,-1.556138
7,13033,53.807085,-1.55609
8,12944,53.807083,-1.556012
9,13245,53.807075,-1.555952
10,13472,53.807067,-1.555897
11,13937,53.807057,-1.555827
12,13729,53.807055,-1.55577
13,13762,53.807058,-1.555717
14,13705,53.807048,-1.555648
15,13756,53.807042,-1.555583
16,13839,53.807052,-1.555527
17,17751,53.80705,-1.55548
18,14494,53.807048,-1.555425
19,13980,53.807052,-1.555365
20,13465,53.80706,-1.555302
21,14243,53.807052,-1.555248
22,13695,53.807063,-1.555198
23,13188,53.807067,-1.555147
24,12239,53.807052,-1.555083
25,12167,53.807053,-1.555032
26,11649,53.807063,-1.554973
27,12315,53.807075,-1.554913
28,12695,53.807085,-1.55485
29,12092,53.807097,-1.5548
30,12027,53.80711,-1.55475
31,12187,53.807135,-1.554707
32,11959,53.807137,-1.554653
33,12170,53.807142,-1.554608
34,12075,53.807175,-1.554588
