,conc,lat,lon
0,8381,53.807,-1.555917
1,9121,53.807002,-1.555868
2,9792,53.807012,-1.555805
3,9023,53.807023,-1.55574
4,8895,53.807023,-1.555693
5,7810,53.807022,-1.555643
6,7810,53.807022,-1.555593
7,8038,53.807015,-1.555545
8,7996,53.807015,-1.555495
9,8253,53.807015,-1.555443
10,7746,53.807017,-1.555395
11,7652,53.807018,-1.555345
12,7798,53.807017,-1.555297
13,8313,53.807018,-1.555247
14,8327,53.807027,-1.555185
15,8443,53.807023,-1.555125
16,8666,53.807013,-1.555067
17,7792,53.807008,-1.555005
18,7734,53.806987,-1.554963
19,7932,53.806973,-1.554923
20,7560,53.806983,-1.55486
21,7927,53.806987,-1.5548
22,7978,53.806983,-1.554737
23,7880,53.806992,-1.554688
24,7857,53.807012,-1.554655
25,6957,53.807035,-1.554615
26,7468,53.807052,-1.554575
27,7632,53.807053,-1.5545
28,7275,53.807057,-1.554445
29,7033,53.807082,-1.554393
30,6847,53.807088,-1.55434
31,6468,53.807097,-1.554282
32,5881,53.807127,-1.554233
33,6007,53.807148,-1.554192
34,6228,53.807165,-1.554152
35,7041,53.807185,-1.554113
36,7427,53.807197,-1.554067
37,7425,53.807208,-1.55402
38,7335,53.807217,-1.553973
39,7547,53.807228,-1.553915
40,7443,53.807228,-1.553852
41,7093,53.80723,-1.5538
42,6932,53.807228,-1.553748
43,6799,53.807237,-1.553687
44,6784,53.807242,-1.553638
45,6886,53.807247,-1.553588
46,7316,53.807247,-1.553542
47,7140,53.807243,-1.553493
48,7119,53.807232,-1.553448
49,6663,53.807233,-1.553377
50,6876,53.807245,-1.553312
51,6909,53.807252,-1.553248
52,6883,53.807262,-1.553185
53,6979,53.8073,-1.553133
54,6985,53.807328,-1.553108
55,6846,53.807347,-1.553067
56,6828,53.807353,-1.553013
57,7024,53.807333,-1.552952
58,7201,53.807353,-1.552912
59,6660,53.80737,-1.552858
60,6402,53.807372,-1.552807
61,6619,53.807373,-1.55276
62,6732,53.807378,-1.552687
63,6871,53.807392,-1.552622
64,6679,53.807413,-1.552565
65,6645,53.807433,-1.552527
66,6370,53.807458,-1.552505
67,7191,53.807487,-1.552492
68,9446,53.807513,-1.55246
69,7258,53.807542,-1.552442
70,7524,53.80757,-1.552427
71,7090,53.8076,-1.552418
72,6885,53.807625,-1.552398
73,6718,53.807652,-1.552377
74,6535,53.807683,-1.552355
75,6463,53.807712,-1.552333
76,6266,53.807752,-1.552315
77,6308,53.807792,-1.552303
78,6165,53.80783,-1.552295
79,5517,53.807867,-1.552278
80,5625,53.807895,-1.552275
81,5504,53.807922,-1.552285
82,5868,53.807955,-1.552295
83,6067,53.807987,-1.552308
84,40896,53.808015,-1.552322
85,13931,53.808057,-1.552327
86,21084,53.80809,-1.552335
87,29078,53.808118,-1.552332
88,25339,53.80815,-1.55233
89,15233,53.808183,-1.552333
90,22678,53.808218,-1.552333
91,22718,53.808257,-1.552345
92,22863,53.808287,-1.552353
93,32317,53.808317,-1.55237
94,35533,53.808357,-1.552375
95,35999,53.808393,-1.552393
96,37791,53.808422,-1.55241
97,26725,53.808453,-1.552437
98,26355,53.808478,-1.552467
99,26078,53.8085,-1.552498
100,23976,53.808522,-1.552528
101,52907,53.808545,-1.552562
102,17723,53.808582,-1.552592
103,12837,53.80861,-1.552613
104,12361,53.808643,-1.552643
105,10494,53.808672,-1.552657
106,11152,53.808702,-1.552683
107,13326,53.808742,-1.552707
108,14540,53.808787,-1.552728
109,16753,53.808813,-1.552737
110,15435,53.808848,-1.552747
111,22130,53.808892,-1.552777
112,15283,53.808935,-1.552803
113,14357,53.808985,-1.552833
114,11873,53.809027,-1.552865
115,11803,53.80907,-1.552882
116,14227,53.809113,-1.552902
117,12348,53.809147,-1.552935
118,14148,53.809185,-1.552975
119,20389,53.809228,-1.553007
120,7149,53.809275,-1.553032
121,6691,53.809302,-1.553047
122,5837,53.809342,-1.553098
123,7710,53.809385,-1.553133
124,6850,53.809412,-1.553155
125,6919,53.809427,-1.553197
126,6872,53.809447,-1.553258
127,6644,53.809447,-1.553317
128,6592,53.809452,-1.553377
129,6730,53.80943,-1.553452
130,6135,53.809443,-1.553528
131,5665,53.809402,-1.55363
132,5774,53.809412,-1.553678
133,5773,53.809433,-1.553718
134,5778,53.809455,-1.553753
135,5691,53.80948,-1.553792
136,5710,53.809497,-1.553835
137,6025,53.80952,-1.55388
138,7354,53.809542,-1.553923
139,10863,53.809567,-1.553963
140,15283,53.809567,-1.554028
141,12421,53.809577,-1.554095
142,12750,53.809607,-1.55413
143,12236,53.809623,-1.55417
144,9131,53.80964,-1.55421
145,9314,53.809673,-1.554257
146,9700,53.80969,-1.554298
147,10599,53.809705,-1.554337
148,11675,53.809717,-1.554402
149,12664,53.809715,-1.55445
150,12017,53.80973,-1.554495
151,9497,53.809745,-1.554542
152,9582,53.809763,-1.554585
153,7343,53.80979,-1.55463
154,6731,53.809793,-1.55468
155,8274,53.809808,-1.554748
156,8871,53.809825,-1.554798
157,9415,53.809845,-1.554845
158,9184,53.809862,-1.554892
159,8424,53.809875,-1.554937
160,7577,53.809867,-1.554983
161,7196,53.809885,-1.555028
162,7156,53.809888,-1.55509
163,6982,53.80989,-1.555157
164,10557,53.809895,-1.555208
165,13188,53.809917,-1.555248
166,7306,53.809938,-1.555285
167,7534,53.809965,-1.55533
168,7891,53.809987,-1.55537
169,7409,53.810003,-1.555413
170,7388,53.810025,-1.555457
171,7304,53.810052,-1.555502
172,7511,53.810078,-1.555538
173,7834,53.810103,-1.555585
174,7854,53.810128,-1.555623
175,7731,53.81015,-1.55568
176,8242,53.81017,-1.555733
177,8132,53.810185,-1.555787
178,7456,53.810203,-1.555842
179,7572,53.810227,-1.555878
180,7549,53.810255,-1.555907
181,7587,53.810262,-1.55596
182,106447,53.8103,-1.555995
183,54223,53.810347,-1.556013
184,32769,53.810385,-1.556035
185,35820,53.810418,-1.556077
186,24215,53.810445,-1.556117
187,7739,53.810472,-1.556133
188,5548,53.8105,-1.556142
189,4800,53.810532,-1.55613
190,4952,53.810565,-1.55613
191,5204,53.810587,-1.556165
192,5276,53.810577,-1.556218
193,5303,53.810552,-1.55625
194,5099,53.810555,-1.556302
195,5151,53.81055,-1.556347
196,5283,53.810535,-1.556393
