,conc,lat,lon
0,10778,53.823043,-1.576877
1,11111,53.823033,-1.57692
2,10993,53.82298,-1.576972
3,10776,53.82298,-1.577033
4,11036,53.822957,-1.577058
5,10918,53.822952,-1.577118
6,10877,53.822947,-1.577163
7,10848,53.822935,-1.577213
8,10787,53.822928,-1.577268
9,11084,53.822923,-1.577318
10,11220,53.82291,-1.577368
11,11184,53.822903,-1.577413
12,11267,53.822895,-1.57747
13,11242,53.822893,-1.577522
14,11112,53.822895,-1.577573
15,11219,53.822892,-1.577638
16,11382,53.822897,-1.577683
17,11665,53.822898,-1.57774
18,12754,53.82291,-1.577785
19,13263,53.822925,-1.57785
20,13754,53.822935,-1.57791
21,13774,53.822925,-1.577975
22,18822,53.822923,-1.578022
23,18413,53.822917,-1.578087
24,28841,53.82291,-1.578153
25,22094,53.822907,-1.578225
26,19275,53.822908,-1.57828
27,12044,53.82291,-1.578337
28,13228,53.822917,-1.578385
29,15952,53.82292,-1.578443
30,14928,53.822925,-1.578497
31,11716,53.82293,-1.578552
32,11914,53.822932,-1.578602
33,11846,53.822918,-1.578652
34,13196,53.822905,-1.5787
35,13675,53.822877,-1.578748
36,12477,53.822867,-1.578797
37,12576,53.822875,-1.578855
38,12208,53.822892,-1.578898
39,11888,53.822915,-1.578933
40,11889,53.8229,-1.57898
41,13218,53.822882,-1.57894
42,13072,53.82287,-1.578878
43,12838,53.822847,-1.578825
44,13312,53.822823,-1.578792
45,13476,53.822803,-1.578737
46,14650,53.822772,-1.578715
47,14429,53.822737,-1.578727
48,14447,53.822708,-1.578737
49,15307,53.82267,-1.578748
50,15201,53.82264,-1.578707
51,42029,53.822613,-1.578677
52,39696,53.822578,-1.57865
53,36403,53.822547,-1.578622
54,27872,53.822525,-1.578593
55,22333,53.82249,-1.578577
56,16910,53.822452,-1.578552
57,20215,53.822425,-1.578535
58,18961,53.822403,-1.578502
59,28019,53.822375,-1.578475
60,54663,53.822347,-1.578453
61,25472,53.822302,-1.5783
62,66609,53.822272,-1.578273
63,86590,53.822232,-1.578247
64,119742,53.822203,-1.57822
65,131750,53.822175,-1.578183
66,151303,53.822148,-1.57814
67,95618,53.82212,-1.578095
68,111164,53.822092,-1.578068
69,121518,53.82206,-1.578073
70,130975,53.822025,-1.578045
71,127178,53.821993,-1.578035
72,88158,53.821962,-1.578017
73,82916,53.82193,-1.578005
74,59210,53.821905,-1.577972
