,conc,lat,lon
0,48939,53.807673,-1.552222
1,18295,53.807705,-1.552193
2,15412,53.807728,-1.552163
3,38714,53.807778,-1.552172
4,36396,53.807815,-1.552193
5,34117,53.807845,-1.552212
6,32877,53.807887,-1.552227
7,21631,53.807927,-1.552253
8,27316,53.807952,-1.552272
9,21812,53.807985,-1.55228
10,19277,53.808012,-1.552288
11,18481,53.808043,-1.552305
12,17677,53.808075,-1.55232
13,19710,53.808113,-1.552325
14,18495,53.808148,-1.552347
15,19845,53.808182,-1.552342
16,17848,53.808218,-1.552333
17,18065,53.808257,-1.552343
18,18961,53.808292,-1.552365
19,20738,53.808322,-1.552398
20,19409,53.80835,-1.552412
21,20028,53.808385,-1.552433
22,20810,53.80841,-1.552455
23,18477,53.808433,-1.552478
24,20716,53.808463,-1.552517
25,18332,53.80849,-1.552548
26,19246,53.808515,-1.552568
27,18141,53.80854,-1.552587
28,17703,53.808567,-1.552615
29,17090,53.808598,-1.552613
30,16676,53.808627,-1.552652
31,17694,53.80866,-1.552677
32,17252,53.808688,-1.552683
33,18375,53.808718,-1.552657
34,24190,53.808752,-1.55265
35,30853,53.808783,-1.552642
36,32332,53.808822,-1.552602
37,28189,53.80885,-1.552573
38,27681,53.80888,-1.55259
39,29855,53.80891,-1.552612
40,30168,53.808937,-1.55264
41,28029,53.808968,-1.552668
42,26228,53.808995,-1.552682
43,27420,53.80904,-1.552705
44,31782,53.809072,-1.552725
45,31184,53.809093,-1.552753
46,25311,53.809117,-1.55279
47,22601,53.809147,-1.552823
48,18979,53.809172,-1.552842
49,24320,53.809222,-1.55285
50,23268,53.809247,-1.552878
51,22085,53.809265,-1.55292
52,19082,53.809293,-1.552975
53,16893,53.809327,-1.553003
54,16872,53.809347,-1.553037
55,18179,53.80937,-1.553065
56,17922,53.8094,-1.553068
57,24488,53.809423,-1.553125
58,38893,53.809435,-1.553175
59,42951,53.809438,-1.553225
60,42223,53.809443,-1.553285
61,34854,53.809453,-1.553328
62,34759,53.809468,-1.553378
63,36868,53.809477,-1.55344
64,35108,53.809478,-1.55349
65,41199,53.8095,-1.553542
66,35365,53.809522,-1.553592
67,34783,53.809532,-1.553645
68,32692,53.809547,-1.553702
69,26365,53.809555,-1.553765
70,29942,53.809563,-1.553825
71,24715,53.80958,-1.55388
72,23801,53.809597,-1.553917
73,23579,53.809607,-1.55396
74,19953,53.809634,-1.554062
75,36446,53.809647,-1.554107
76,30223,53.809661,-1.554151
77,20517,53.809675,-1.554195
78,20085,53.809688,-1.554239
79,20155,53.809702,-1.554284
80,23878,53.809716,-1.554328
81,19533,53.809729,-1.554372
82,19255,53.809743,-1.554417
83,20797,53.809757,-1.554461
84,21249,53.80977,-1.554505
85,29959,53.809784,-1.554549
86,31163,53.809798,-1.554594
87,27585,53.809811,-1.554638
88,23650,53.809825,-1.554682
89,25116,53.809839,-1.554727
90,34532,53.809852,-1.554771
91,20496,53.809866,-1.554815
92,25706,53.80988,-1.554859
93,20177,53.809893,-1.554904
94,19800,53.809907,-1.554948
95,19983,53.809898,-1.554993
96,20235,53.809888,-1.555042
97,20719,53.809902,-1.555087
98,26983,53.809913,-1.555137
99,28068,53.809925,-1.555195
100,23346,53.809945,-1.555235
101,27372,53.809962,-1.555275
