,conc,lat,lon
0,3957,53.738847,-0.32925
1,4094,53.738835,-0.32932
2,4097,53.738825,-0.329368
3,4114,53.738823,-0.329417
4,4008,53.738808,-0.329455
5,4102,53.738802,-0.329503
6,3952,53.73879,-0.329553
7,4054,53.738775,-0.329612
8,4639,53.738773,-0.329672
9,4508,53.73878,-0.329735
10,4213,53.738783,-0.329802
11,4328,53.738798,-0.329863
12,4461,53.738813,-0.329905
13,4635,53.73883,-0.329945
14,4876,53.738857,-0.329988
15,4656,53.738877,-0.33002
16,4959,53.738903,-0.330043
17,4929,53.73894,-0.330068
18,4742,53.738978,-0.330093
19,4428,53.739012,-0.330112
20,4462,53.73904,-0.33013
21,4495,53.739063,-0.330158
22,4294,53.739097,-0.330165
23,4294,53.739125,-0.330165
24,4200,53.739157,-0.330193
25,4231,53.739183,-0.330243
26,4113,53.739207,-0.330272
27,3933,53.739232,-0.330295
28,3779,53.739253,-0.330332
29,3640,53.739267,-0.330377
30,3735,53.73928,-0.330418
31,3772,53.739298,-0.330453
32,3775,53.739317,-0.33049
33,3630,53.739343,-0.330537
34,3449,53.739373,-0.330552
35,3608,53.739412,-0.33055
36,3528,53.73945,-0.330533
37,3563,53.739482,-0.330542
38,3692,53.739512,-0.330565
39,3455,53.739525,-0.330623
40,3568,53.73953,-0.33068
41,3428,53.739537,-0.330738
42,3372,53.739543,-0.330795
43,3540,53.739552,-0.330848
44,3703,53.739567,-0.330903
45,3677,53.739577,-0.330947
46,3759,53.739582,-0.331007
47,3706,53.739597,-0.331063
48,3579,53.73961,-0.331113
49,3656,53.739615,-0.331163
50,3503,53.73962,-0.331212
51,3591,53.739628,-0.33127
52,3543,53.739642,-0.331327
53,3553,53.73965,-0.331373
54,3486,53.73966,-0.33144
55,3648,53.739663,-0.331487
56,3554,53.73967,-0.331535
57,3531,53.739678,-0.331583
58,3519,53.73969,-0.331628
59,3555,53.739707,-0.331672
60,3473,53.739698,-0.331723
61,3493,53.739673,-0.331758
62,3497,53.739642,-0.331788
63,3553,53.739627,-0.331828
64,3536,53.739607,-0.331885
65,3593,53.7396,-0.33193
66,3501,53.73959,-0.331977
67,3576,53.739583,-0.332027
68,3555,53.73958,-0.332075
69,3568,53.739575,-0.33212
70,3488,53.739572,-0.332188
71,3646,53.73957,-0.332237
72,3560,53.739562,-0.3323
73,3513,53.739547,-0.332343
74,3496,53.739538,-0.332398
75,3645,53.73953,-0.332457
76,3540,53.739518,-0.332508
77,3454,53.739513,-0.332558
78,3587,53.739492,-0.332602
79,3580,53.739465,-0.33262
80,3957,53.739437,-0.332648
81,3748,53.73945,-0.332692
82,3764,53.739473,-0.332732
83,3896,53.739472,-0.33278
84,3806,53.739468,-0.332852
85,3835,53.73947,-0.332905
86,3771,53.739472,-0.332955
87,3602,53.739473,-0.333005
88,3766,53.73948,-0.333052
89,3774,53.739477,-0.333105
90,3733,53.739487,-0.333153
91,14587,53.739495,-0.33321
92,5860,53.739513,-0.333265
93,4530,53.73953,-0.333307
94,3785,53.73955,-0.33336
95,3991,53.739563,-0.333417
96,4057,53.739565,-0.333463
97,4224,53.739567,-0.33352
98,4407,53.739557,-0.333568
99,4350,53.73954,-0.333632
100,3873,53.739528,-0.333682
101,4152,53.739518,-0.333743
102,4596,53.739512,-0.333807
103,4836,53.739505,-0.333863
104,4787,53.7395,-0.333918
105,4475,53.73948,-0.333973
106,4283,53.739465,-0.334032
107,3979,53.739452,-0.334078
108,4028,53.739445,-0.334142
109,4059,53.739443,-0.334198
110,4482,53.739447,-0.334253
111,4582,53.73944,-0.334307
112,4923,53.739438,-0.33436
113,4920,53.739437,-0.334415
114,4678,53.739437,-0.33448
115,6712,53.739435,-0.334538
116,13892,53.73943,-0.334602
117,14214,53.739418,-0.334645
118,13560,53.739418,-0.334693
119,12642,53.739415,-0.33474
120,14517,53.73941,-0.334788
121,14760,53.739395,-0.334833
122,14246,53.73938,-0.334877
123,16034,53.739367,-0.334917
124,16041,53.739348,-0.334955
125,17007,53.73933,-0.334995
126,16194,53.739315,-0.335048
127,14045,53.73931,-0.335105
128,12858,53.739302,-0.33516
129,12115,53.739292,-0.335205
130,16047,53.739287,-0.335253
131,12888,53.739285,-0.33531
132,18098,53.739272,-0.335352
133,16643,53.739252,-0.33542
134,23330,53.739235,-0.33547
135,13762,53.73922,-0.335517
136,9539,53.739212,-0.335573
137,8077,53.7392,-0.335617
138,9271,53.739192,-0.335665
139,6690,53.739182,-0.33571
140,6027,53.739168,-0.335753
141,4833,53.739153,-0.335795
142,4715,53.739128,-0.335843
143,4882,53.739107,-0.335892
144,4661,53.739075,-0.335912
145,4640,53.739047,-0.335918
146,4640,53.739017,-0.335923
147,4670,53.738988,-0.335932
148,4729,53.738958,-0.335935
149,4592,53.73893,-0.335937
150,4449,53.738903,-0.335945
151,4447,53.73887,-0.33599
152,5196,53.73885,-0.336028
153,5524,53.738842,-0.336087
154,5614,53.738828,-0.336127
155,5248,53.738815,-0.336175
156,5162,53.738803,-0.33622
157,4634,53.738788,-0.336282
158,4594,53.738777,-0.336343
159,4581,53.738758,-0.336395
160,4382,53.73873,-0.336408
161,4422,53.738702,-0.336387
162,4588,53.738667,-0.336367
163,4303,53.738638,-0.336353
164,4295,53.738605,-0.336327
165,4371,53.738572,-0.336328
