,conc,lat,lon
0,9577,53.807217,-1.555983
1,9461,53.80725,-1.555972
2,9481,53.807282,-1.555998
3,9254,53.807335,-1.556015
4,9770,53.807367,-1.556002
5,9915,53.807395,-1.55598
6,9805,53.807427,-1.555985
7,9223,53.807432,-1.556052
8,9289,53.807427,-1.556097
9,9587,53.807403,-1.556163
10,9489,53.807382,-1.55621
11,9425,53.807362,-1.556252
12,9280,53.807335,-1.556285
13,9450,53.807327,-1.556335
14,8824,53.807337,-1.556392
15,8588,53.807337,-1.556453
16,8775,53.807338,-1.55651
17,8716,53.807343,-1.556557
18,8716,53.807425,-1.556567
19,8653,53.80745,-1.55659
20,8725,53.807615,-1.55659
21,9139,53.807648,-1.556575
22,9000,53.807678,-1.556612
23,10346,53.807705,-1.556657
24,10540,53.807733,-1.556683
25,10499,53.807735,-1.556748
26,10658,53.807748,-1.556808
27,10319,53.807722,-1.556908
28,11495,53.807717,-1.556958
29,11610,53.807697,-1.556993
30,11936,53.807718,-1.55704
31,10361,53.80775,-1.557067
32,10162,53.807778,-1.557073
33,10745,53.807818,-1.557102
34,10352,53.807833,-1.557062
35,9695,53.807862,-1.55703
36,9405,53.80789,-1.557033
37,9367,53.80799,-1.557
38,8607,53.808015,-1.556977
39,8675,53.808032,-1.557015
40,8160,53.808072,-1.557028
41,7749,53.808103,-1.55703
42,7696,53.80814,-1.557018
43,7638,53.80817,-1.557012
44,7581,53.808208,-1.557018
45,7421,53.808247,-1.557027
46,7636,53.808275,-1.557035
47,7649,53.808302,-1.55702
48,7639,53.80833,-1.557012
49,7526,53.808358,-1.556995
50,7371,53.808393,-1.556965
51,7227,53.808433,-1.556943
52,7167,53.808462,-1.556933
53,7022,53.808492,-1.556932
54,6807,53.808527,-1.556915
55,6854,53.808555,-1.556897
56,6945,53.808582,-1.556887
57,7162,53.808615,-1.556857
58,7188,53.808643,-1.556827
59,7068,53.808673,-1.556788
60,7041,53.808702,-1.556745
61,7188,53.808733,-1.556705
62,6866,53.808765,-1.556667
63,6928,53.808793,-1.556653
64,6962,53.80882,-1.556642
65,6801,53.80885,-1.556625
66,7110,53.808883,-1.556622
67,7125,53.80892,-1.556615
68,7162,53.808957,-1.55661
69,7088,53.808993,-1.556615
70,7117,53.809032,-1.556613
71,7125,53.809063,-1.556607
72,7118,53.809092,-1.556603
73,7213,53.80913,-1.556607
74,7204,53.80917,-1.556602
75,7151,53.809198,-1.556597
76,7004,53.809225,-1.556567
77,6996,53.809255,-1.556545
78,6821,53.809288,-1.556547
79,7022,53.809325,-1.556557
80,7149,53.80937,-1.556563
81,6938,53.809387,-1.556602
82,6858,53.80942,-1.55663
83,7086,53.809435,-1.556677
84,6865,53.809447,-1.556725
85,7059,53.809482,-1.556717
86,6982,53.80951,-1.556735
87,6907,53.80953,-1.556788
88,7182,53.809545,-1.556828
89,7202,53.809588,-1.556852
90,6809,53.809613,-1.556875
91,6569,53.809642,-1.556917
92,5626,53.809673,-1.556978
93,6031,53.809687,-1.557025
94,5954,53.809718,-1.557048
95,6118,53.809712,-1.557108
96,6165,53.809708,-1.557165
97,5568,53.809722,-1.557225
98,5552,53.809735,-1.557267
99,5620,53.809758,-1.5573
100,5534,53.809778,-1.557338
101,5419,53.80979,-1.557397
102,5492,53.809782,-1.557455
103,5571,53.809787,-1.557517
104,5373,53.80978,-1.557567
105,5245,53.809773,-1.557633
106,5383,53.809792,-1.55767
107,5315,53.809805,-1.557718
108,5205,53.809838,-1.557713
109,5259,53.809868,-1.557685
110,5176,53.809895,-1.557638
111,5282,53.809917,-1.557608
112,5307,53.80995,-1.557578
113,5415,53.809987,-1.557565
114,5239,53.809985,-1.557513
115,5144,53.810017,-1.557483
116,5268,53.810042,-1.557453
117,5152,53.810062,-1.55742
118,5407,53.810063,-1.55737
119,5567,53.81009,-1.557338
120,5407,53.810105,-1.557298
121,5416,53.810128,-1.557252
122,5204,53.810158,-1.55722
123,5454,53.810187,-1.557182
124,5417,53.810212,-1.557147
125,5364,53.810247,-1.557145
126,5407,53.81028,-1.557132
127,5511,53.810302,-1.5571
128,5389,53.81032,-1.557057
129,5302,53.810337,-1.557017
130,5312,53.810352,-1.55697
131,5315,53.810367,-1.556928
132,5315,53.810387,-1.55689
133,5325,53.810405,-1.556847
134,5137,53.810435,-1.556822
135,4848,53.810462,-1.556785
136,4999,53.810465,-1.556702
137,5062,53.810495,-1.556653
138,5258,53.81051,-1.556615
139,5338,53.810515,-1.556568
140,5365,53.810525,-1.55651
141,5612,53.810552,-1.556502
142,22449,53.810582,-1.556517
143,6387,53.810603,-1.55655
144,6324,53.810633,-1.55653
145,6416,53.81067,-1.5565
146,6443,53.810698,-1.556502
147,6271,53.810735,-1.556523
148,6964,53.810777,-1.55653
149,6923,53.810817,-1.556533
