,conc,lat,lon
0,3753,53.807202,-1.555965
1,4006,53.80724,-1.555972
2,3782,53.807273,-1.555963
3,3773,53.807302,-1.555983
4,3830,53.807333,-1.555978
5,3696,53.807358,-1.555958
6,3621,53.807398,-1.555978
7,3373,53.807425,-1.556017
8,3284,53.80745,-1.556058
9,3319,53.807462,-1.556105
10,3305,53.80747,-1.556153
11,3413,53.807472,-1.556213
12,3425,53.807477,-1.55626
13,3343,53.807478,-1.55631
14,3309,53.807473,-1.55636
15,3328,53.807483,-1.556417
16,3367,53.807497,-1.556472
17,3392,53.807505,-1.55653
18,3323,53.807528,-1.556585
19,3302,53.807548,-1.556628
20,3464,53.80755,-1.556675
21,3448,53.807552,-1.556735
22,3383,53.807555,-1.556787
23,3423,53.807575,-1.556847
24,3412,53.807598,-1.556907
25,3505,53.807613,-1.55697
26,3252,53.807623,-1.557028
27,3437,53.807653,-1.55709
28,3564,53.807692,-1.557108
29,3590,53.807723,-1.557115
30,3648,53.807757,-1.557115
31,3687,53.80779,-1.557118
32,3836,53.807822,-1.557147
33,4137,53.807857,-1.557147
34,4073,53.807892,-1.557122
35,4062,53.807923,-1.557103
36,3662,53.807955,-1.55709
37,3676,53.80799,-1.55709
38,3858,53.808018,-1.5571
39,3823,53.808057,-1.55709
40,3751,53.808095,-1.557085
41,3780,53.808127,-1.557085
42,3717,53.808165,-1.557092
43,3721,53.808195,-1.557082
44,3739,53.808227,-1.557078
45,3828,53.808253,-1.557067
46,5020,53.808295,-1.557062
47,5496,53.808333,-1.557062
48,4003,53.808362,-1.557033
49,4109,53.808393,-1.557003
50,4192,53.80843,-1.556973
51,3992,53.808455,-1.55695
52,4083,53.80849,-1.556932
53,4206,53.808522,-1.556907
54,4251,53.808547,-1.556887
55,4265,53.808573,-1.556855
56,4073,53.808598,-1.556833
57,4084,53.808625,-1.556808
58,4156,53.808653,-1.556783
59,4109,53.808685,-1.55675
60,4046,53.80871,-1.5567
61,4020,53.808727,-1.556662
62,3876,53.808747,-1.55663
63,4042,53.80877,-1.556598
64,4055,53.808797,-1.556577
65,3889,53.808832,-1.556557
66,3934,53.808867,-1.556537
67,3849,53.8089,-1.556517
68,3915,53.808933,-1.556505
69,3879,53.808967,-1.556493
70,3767,53.809002,-1.556487
71,3826,53.80904,-1.556482
72,3853,53.809068,-1.556487
73,3843,53.809098,-1.556503
74,3853,53.809135,-1.556512
75,3774,53.80917,-1.556512
76,3762,53.809198,-1.556513
77,3833,53.809228,-1.556502
78,3828,53.809262,-1.556477
79,3782,53.809295,-1.556478
80,3660,53.809345,-1.556513
81,3688,53.809363,-1.556557
82,3827,53.809388,-1.55658
83,3651,53.809412,-1.556613
84,3639,53.809422,-1.55666
85,3772,53.809442,-1.5567
86,3718,53.809462,-1.556743
87,3578,53.809482,-1.556783
88,3620,53.809518,-1.556822
89,3720,53.809535,-1.556862
90,3489,53.809553,-1.556905
91,3507,53.809558,-1.556955
92,3611,53.80956,-1.557017
93,3508,53.809567,-1.557075
94,3500,53.80958,-1.557137
95,3555,53.809592,-1.557183
96,3495,53.809603,-1.557233
97,3550,53.809618,-1.55728
98,3612,53.809635,-1.557317
99,3562,53.80966,-1.557352
100,3620,53.809675,-1.55739
101,3648,53.809688,-1.55743
102,3784,53.80971,-1.557465
103,3671,53.809745,-1.557505
104,3753,53.80977,-1.557533
105,3742,53.809792,-1.557565
106,3947,53.809813,-1.5576
107,3784,53.809842,-1.557643
108,3837,53.809865,-1.557672
109,3964,53.809887,-1.557703
110,4351,53.80992,-1.557708
111,4220,53.809957,-1.557708
112,3908,53.809988,-1.557687
113,4177,53.810017,-1.557655
114,3948,53.810042,-1.55763
115,3828,53.810062,-1.557582
116,3798,53.810072,-1.557522
117,3941,53.810082,-1.557478
118,3736,53.810098,-1.557427
119,3615,53.810103,-1.557365
120,3797,53.810128,-1.55732
121,3719,53.810132,-1.557273
122,3555,53.810148,-1.557222
123,3617,53.810165,-1.557185
124,3543,53.810185,-1.557152
125,3526,53.810212,-1.55711
126,3479,53.810222,-1.557047
127,3581,53.810238,-1.557002
128,3480,53.81025,-1.55696
129,3402,53.810262,-1.556903
130,3401,53.810283,-1.556847
131,3489,53.81031,-1.556797
132,3571,53.81033,-1.55676
133,3579,53.810353,-1.55673
134,3463,53.810373,-1.556695
135,3429,53.8104,-1.556663
136,3694,53.81043,-1.556623
137,3617,53.810453,-1.556595
138,3626,53.810475,-1.556562
139,3774,53.810497,-1.556513
140,3909,53.81051,-1.55647
141,4113,53.810537,-1.55648
142,4350,53.81057,-1.556465
143,3891,53.8106,-1.556477
144,3909,53.810627,-1.556517
