,conc,lat,lon
0,6346,53.808773,-1.55678
1,6571,53.808735,-1.556753
2,6260,53.808697,-1.556762
3,6144,53.808668,-1.556725
4,6193,53.808638,-1.556688
5,6321,53.80861,-1.556653
6,6436,53.808587,-1.556605
7,6472,53.808585,-1.556553
8,6468,53.808587,-1.556497
9,6490,53.808607,-1.556438
10,6342,53.80862,-1.556395
11,6514,53.808623,-1.55633
12,6144,53.808627,-1.556275
13,6351,53.808637,-1.556228
14,6340,53.808642,-1.556168
15,6244,53.808645,-1.55611
16,6193,53.80865,-1.556053
17,6109,53.808645,-1.555995
18,6182,53.808642,-1.555928
19,6037,53.808638,-1.555862
20,6134,53.808633,-1.555803
21,6109,53.808628,-1.555745
22,6032,53.808625,-1.555692
23,6069,53.808632,-1.55563
24,6087,53.808645,-1.55557
25,6175,53.808645,-1.555512
26,5929,53.808648,-1.555458
27,5857,53.808657,-1.555402
28,5798,53.808665,-1.555347
29,6127,53.80868,-1.555303
30,6013,53.808693,-1.555258
31,5787,53.808698,-1.555192
32,5685,53.808712,-1.555127
33,5552,53.808723,-1.555082
34,5816,53.808738,-1.55504
35,5889,53.808738,-1.554988
36,5781,53.80874,-1.554938
37,5831,53.808742,-1.55489
38,5812,53.808753,-1.554845
39,5749,53.808765,-1.554788
40,5533,53.808748,-1.55462
41,5742,53.808742,-1.554575
42,5877,53.808707,-1.554587
43,5898,53.808712,-1.554532
44,6574,53.808712,-1.554483
45,10249,53.808662,-1.554418
46,8221,53.808632,-1.554365
47,11000,53.808623,-1.55432
48,8922,53.808642,-1.554285
49,8748,53.808672,-1.554227
50,8277,53.808718,-1.554188
51,7570,53.808747,-1.554167
52,6608,53.808785,-1.554133
53,6916,53.80875,-1.554058
54,6926,53.808747,-1.554012
55,7069,53.808762,-1.553967
56,7126,53.808747,-1.553918
57,7137,53.808742,-1.553872
58,6907,53.80873,-1.553812
59,6925,53.808722,-1.55373
60,7056,53.808703,-1.553692
61,6989,53.80853,-1.554
62,7003,53.808508,-1.55403
63,6980,53.808458,-1.554102
64,7195,53.808412,-1.554175
65,7066,53.80839,-1.554218
66,7161,53.808367,-1.554243
67,7078,53.808332,-1.554268
68,6878,53.808297,-1.55429
69,6791,53.80827,-1.554308
70,6722,53.808245,-1.55434
71,6755,53.808218,-1.554365
72,6591,53.80818,-1.55439
73,6599,53.80815,-1.554402
74,6736,53.808113,-1.554445
75,6666,53.80808,-1.554472
76,6810,53.808045,-1.554492
77,6633,53.808008,-1.554508
78,6760,53.807978,-1.554515
79,6866,53.807948,-1.554527
80,7012,53.807917,-1.554535
81,7135,53.807877,-1.554533
82,7285,53.80783,-1.554513
83,7136,53.807769,-1.554534
84,7186,53.807737,-1.554551
85,7281,53.807706,-1.554568
86,7333,53.807674,-1.554586
87,7149,53.807643,-1.554603
88,7396,53.807611,-1.55462
89,7382,53.80758,-1.554637
90,7288,53.8075,-1.554755
91,7576,53.807438,-1.554845
92,7628,53.807412,-1.554875
93,7603,53.807382,-1.554902
94,7458,53.807353,-1.554918
95,7348,53.807348,-1.554865
96,7373,53.807352,-1.5548
97,7376,53.80736,-1.55474
98,7322,53.807358,-1.554678
99,7027,53.807343,-1.554618
100,7304,53.807325,-1.554567
101,7253,53.807307,-1.554515
102,7286,53.807305,-1.554465
103,7390,53.807312,-1.554393
104,7404,53.80731,-1.554327
105,7337,53.807312,-1.55426
106,7003,53.807318,-1.554195
107,7241,53.807322,-1.554147
108,6859,53.807325,-1.554077
109,7225,53.807332,-1.554018
110,7188,53.807328,-1.55397
111,7307,53.807333,-1.553902
112,6971,53.807342,-1.553852
113,7161,53.807347,-1.553793
114,7153,53.807353,-1.553743
115,7090,53.807367,-1.553687
116,7245,53.807373,-1.55363
117,6950,53.807378,-1.553565
118,7012,53.807383,-1.553517
119,7112,53.807408,-1.553462
120,7159,53.80742,-1.553418
121,7112,53.807425,-1.553353
122,7243,53.80743,-1.553302
123,7421,53.80744,-1.553252
124,7401,53.807445,-1.553198
125,7335,53.807445,-1.553142
126,7412,53.807458,-1.553088
127,7302,53.807467,-1.553043
128,7381,53.807477,-1.552992
129,7389,53.80748,-1.55293
130,7294,53.80745,-1.552895
131,7410,53.807418,-1.552887
132,7202,53.807378,-1.552855
133,7339,53.807357,-1.552815
134,7353,53.807337,-1.55277
135,7336,53.807302,-1.552735
136,7320,53.807273,-1.55272
137,7318,53.807245,-1.552727
138,7381,53.80721,-1.552677
139,7401,53.80718,-1.55265
140,7130,53.80714,-1.552647
141,7484,53.807102,-1.552642
142,7217,53.807075,-1.552653
143,7171,53.807032,-1.552658
144,7177,53.807003,-1.55266
145,7335,53.806957,-1.552625
146,7359,53.806928,-1.552598
147,7270,53.806898,-1.55258
148,7524,53.806868,-1.5526
149,7413,53.806835,-1.552632
150,7452,53.80682,-1.552677
151,7489,53.80679,-1.552682
152,7555,53.806762,-1.552655
